equipment_type,weapon_id,save_level,display_level,slots,source
14,14,4,5,0,mhxx-romfs-native-table
14,14,5,6,0,mhxx-romfs-native-table
14,14,6,7,0,mhxx-romfs-native-table
14,15,0,1,0,mhxx-romfs-native-table
14,15,1,2,0,mhxx-romfs-native-table
14,15,2,3,0,mhxx-romfs-native-table
14,15,3,4,0,mhxx-romfs-native-table
14,15,4,5,0,mhxx-romfs-native-table
14,15,5,6,0,mhxx-romfs-native-table
14,15,6,7,0,mhxx-romfs-native-table
14,16,0,1,3,mhxx-romfs-native-table
14,16,1,2,3,mhxx-romfs-native-table
14,16,2,3,3,mhxx-romfs-native-table
14,16,3,4,3,mhxx-romfs-native-table
14,16,4,5,3,mhxx-romfs-native-table
14,17,0,1,0,mhxx-romfs-native-table
14,17,1,2,0,mhxx-romfs-native-table
14,17,2,3,0,mhxx-romfs-native-table
14,17,3,4,0,mhxx-romfs-native-table
14,17,4,5,0,mhxx-romfs-native-table
14,17,5,6,0,mhxx-romfs-native-table
14,17,6,7,1,mhxx-romfs-native-table
14,17,7,8,1,mhxx-romfs-native-table
14,18,0,1,0,mhxx-romfs-native-table
14,18,1,2,0,mhxx-romfs-native-table
14,18,2,3,0,mhxx-romfs-native-table
14,18,3,4,0,mhxx-romfs-native-table
14,18,4,5,0,mhxx-romfs-native-table
14,18,5,6,0,mhxx-romfs-native-table
14,19,0,1,1,mhxx-romfs-native-table
14,19,1,2,1,mhxx-romfs-native-table
14,19,2,3,1,mhxx-romfs-native-table
14,19,3,4,1,mhxx-romfs-native-table
14,19,4,5,2,mhxx-romfs-native-table
14,19,5,6,2,mhxx-romfs-native-table
14,19,6,7,2,mhxx-romfs-native-table
14,19,7,8,2,mhxx-romfs-native-table
14,19,8,9,2,mhxx-romfs-native-table
14,19,9,10,2,mhxx-romfs-native-table
14,20,0,1,1,mhxx-romfs-native-table
14,20,1,2,1,mhxx-romfs-native-table
14,20,2,3,1,mhxx-romfs-native-table
14,20,3,4,1,mhxx-romfs-native-table
14,20,4,5,1,mhxx-romfs-native-table
14,21,0,1,1,mhxx-romfs-native-table
14,21,1,2,1,mhxx-romfs-native-table
14,21,2,3,1,mhxx-romfs-native-table
14,21,3,4,1,mhxx-romfs-native-table
14,21,4,5,1,mhxx-romfs-native-table
14,21,5,6,1,mhxx-romfs-native-table
14,21,6,7,1,mhxx-romfs-native-table
14,22,0,1,2,mhxx-romfs-native-table
14,22,1,2,2,mhxx-romfs-native-table
14,22,2,3,2,mhxx-romfs-native-table
14,22,3,4,2,mhxx-romfs-native-table
14,22,4,5,2,mhxx-romfs-native-table
14,22,5,6,2,mhxx-romfs-native-table
14,23,0,1,0,mhxx-romfs-native-table
14,23,1,2,0,mhxx-romfs-native-table
14,23,2,3,0,mhxx-romfs-native-table
14,23,3,4,0,mhxx-romfs-native-table
14,23,4,5,0,mhxx-romfs-native-table
14,23,5,6,1,mhxx-romfs-native-table
14,23,6,7,1,mhxx-romfs-native-table
14,23,7,8,1,mhxx-romfs-native-table
14,23,8,9,1,mhxx-romfs-native-table
14,23,9,10,1,mhxx-romfs-native-table
14,23,10,11,1,mhxx-romfs-native-table
14,24,0,1,0,mhxx-romfs-native-table
14,24,1,2,0,mhxx-romfs-native-table
14,24,2,3,0,mhxx-romfs-native-table
14,24,3,4,0,mhxx-romfs-native-table
14,24,4,5,0,mhxx-romfs-native-table
14,24,5,6,0,mhxx-romfs-native-table
14,25,0,1,1,mhxx-romfs-native-table
14,25,1,2,1,mhxx-romfs-native-table
14,25,2,3,2,mhxx-romfs-native-table
14,25,3,4,2,mhxx-romfs-native-table
14,25,4,5,2,mhxx-romfs-native-table
14,25,5,6,2,mhxx-romfs-native-table
14,25,6,7,2,mhxx-romfs-native-table
14,26,0,1,2,mhxx-romfs-native-table
14,26,1,2,2,mhxx-romfs-native-table
14,26,2,3,2,mhxx-romfs-native-table
14,26,3,4,2,mhxx-romfs-native-table
14,26,4,5,2,mhxx-romfs-native-table
14,26,5,6,2,mhxx-romfs-native-table
14,27,0,1,1,mhxx-romfs-native-table
14,27,1,2,2,mhxx-romfs-native-table
14,27,2,3,3,mhxx-romfs-native-table
14,27,3,4,3,mhxx-romfs-native-table
14,27,4,5,3,mhxx-romfs-native-table
14,27,5,6,3,mhxx-romfs-native-table
14,27,6,7,3,mhxx-romfs-native-table
14,27,7,8,3,mhxx-romfs-native-table
14,27,8,9,3,mhxx-romfs-native-table
14,28,0,1,1,mhxx-romfs-native-table
14,28,1,2,1,mhxx-romfs-native-table
14,28,2,3,1,mhxx-romfs-native-table
14,28,3,4,1,mhxx-romfs-native-table
14,28,4,5,1,mhxx-romfs-native-table
14,28,5,6,1,mhxx-romfs-native-table
14,29,0,1,1,mhxx-romfs-native-table
14,29,1,2,1,mhxx-romfs-native-table
14,29,2,3,1,mhxx-romfs-native-table
14,29,3,4,1,mhxx-romfs-native-table
14,29,4,5,1,mhxx-romfs-native-table
14,29,5,6,1,mhxx-romfs-native-table
14,29,6,7,1,mhxx-romfs-native-table
14,30,0,1,0,mhxx-romfs-native-table
14,30,1,2,0,mhxx-romfs-native-table
14,30,2,3,0,mhxx-romfs-native-table
14,30,3,4,0,mhxx-romfs-native-table
14,30,4,5,0,mhxx-romfs-native-table
14,30,5,6,0,mhxx-romfs-native-table
14,30,6,7,0,mhxx-romfs-native-table
14,31,0,1,1,mhxx-romfs-native-table
14,31,1,2,1,mhxx-romfs-native-table
14,31,2,3,1,mhxx-romfs-native-table
14,31,3,4,1,mhxx-romfs-native-table
14,31,4,5,1,mhxx-romfs-native-table
14,31,5,6,1,mhxx-romfs-native-table
14,32,0,1,1,mhxx-romfs-native-table
14,32,1,2,1,mhxx-romfs-native-table
14,32,2,3,1,mhxx-romfs-native-table
14,32,3,4,1,mhxx-romfs-native-table
14,32,4,5,1,mhxx-romfs-native-table
14,32,5,6,2,mhxx-romfs-native-table
14,32,6,7,2,mhxx-romfs-native-table
14,32,7,8,2,mhxx-romfs-native-table
14,33,0,1,1,mhxx-romfs-native-table
14,33,1,2,1,mhxx-romfs-native-table
14,33,2,3,1,mhxx-romfs-native-table
14,33,3,4,1,mhxx-romfs-native-table
14,33,4,5,1,mhxx-romfs-native-table
14,33,5,6,1,mhxx-romfs-native-table
14,34,0,1,0,mhxx-romfs-native-table
14,34,1,2,0,mhxx-romfs-native-table
14,34,2,3,0,mhxx-romfs-native-table
14,34,3,4,0,mhxx-romfs-native-table
14,34,4,5,0,mhxx-romfs-native-table
14,34,5,6,0,mhxx-romfs-native-table
14,34,6,7,0,mhxx-romfs-native-table
14,35,0,1,2,mhxx-romfs-native-table
14,35,1,2,2,mhxx-romfs-native-table
14,35,2,3,2,mhxx-romfs-native-table
14,35,3,4,2,mhxx-romfs-native-table
14,35,4,5,2,mhxx-romfs-native-table
14,36,0,1,1,mhxx-romfs-native-table
14,36,1,2,1,mhxx-romfs-native-table
14,36,2,3,1,mhxx-romfs-native-table
14,36,3,4,1,mhxx-romfs-native-table
14,36,4,5,1,mhxx-romfs-native-table
14,36,5,6,1,mhxx-romfs-native-table
14,36,6,7,1,mhxx-romfs-native-table
14,37,0,1,3,mhxx-romfs-native-table
14,37,1,2,3,mhxx-romfs-native-table
14,37,2,3,3,mhxx-romfs-native-table
14,37,3,4,3,mhxx-romfs-native-table
14,37,4,5,3,mhxx-romfs-native-table
14,38,0,1,1,mhxx-romfs-native-table
14,38,1,2,1,mhxx-romfs-native-table
14,38,2,3,1,mhxx-romfs-native-table
14,38,3,4,2,mhxx-romfs-native-table
14,38,4,5,2,mhxx-romfs-native-table
14,38,5,6,2,mhxx-romfs-native-table
14,38,6,7,2,mhxx-romfs-native-table
14,38,7,8,2,mhxx-romfs-native-table
14,38,8,9,3,mhxx-romfs-native-table
14,39,0,1,0,mhxx-romfs-native-table
14,39,1,2,0,mhxx-romfs-native-table
14,39,2,3,0,mhxx-romfs-native-table
14,39,3,4,0,mhxx-romfs-native-table
14,39,4,5,0,mhxx-romfs-native-table
14,39,5,6,0,mhxx-romfs-native-table
14,39,6,7,0,mhxx-romfs-native-table
14,39,7,8,0,mhxx-romfs-native-table
14,39,8,9,0,mhxx-romfs-native-table
14,40,0,1,0,mhxx-romfs-native-table
14,40,1,2,0,mhxx-romfs-native-table
14,40,2,3,0,mhxx-romfs-native-table
14,40,3,4,0,mhxx-romfs-native-table
14,40,4,5,0,mhxx-romfs-native-table
14,40,5,6,0,mhxx-romfs-native-table
14,41,0,1,1,mhxx-romfs-native-table
14,41,1,2,1,mhxx-romfs-native-table
14,41,2,3,1,mhxx-romfs-native-table
14,41,3,4,1,mhxx-romfs-native-table
14,41,4,5,1,mhxx-romfs-native-table
14,41,5,6,1,mhxx-romfs-native-table
14,42,0,1,0,mhxx-romfs-native-table
14,42,1,2,0,mhxx-romfs-native-table
14,42,2,3,0,mhxx-romfs-native-table
14,42,3,4,1,mhxx-romfs-native-table
14,42,4,5,1,mhxx-romfs-native-table
14,42,5,6,1,mhxx-romfs-native-table
14,42,6,7,2,mhxx-romfs-native-table
14,42,7,8,2,mhxx-romfs-native-table
14,43,0,1,0,mhxx-romfs-native-table
14,43,1,2,0,mhxx-romfs-native-table
14,43,2,3,0,mhxx-romfs-native-table
14,43,3,4,0,mhxx-romfs-native-table
14,43,4,5,0,mhxx-romfs-native-table
14,43,5,6,0,mhxx-romfs-native-table
14,43,6,7,0,mhxx-romfs-native-table
14,44,0,1,0,mhxx-romfs-native-table
14,44,1,2,0,mhxx-romfs-native-table
14,44,2,3,0,mhxx-romfs-native-table
14,44,3,4,0,mhxx-romfs-native-table
14,44,4,5,0,mhxx-romfs-native-table
14,44,5,6,0,mhxx-romfs-native-table
14,44,6,7,0,mhxx-romfs-native-table
14,44,7,8,0,mhxx-romfs-native-table
14,45,0,1,0,mhxx-romfs-native-table
14,45,1,2,1,mhxx-romfs-native-table
14,45,2,3,1,mhxx-romfs-native-table
14,45,3,4,1,mhxx-romfs-native-table
14,45,4,5,1,mhxx-romfs-native-table
14,45,5,6,1,mhxx-romfs-native-table
14,46,0,1,1,mhxx-romfs-native-table
14,46,1,2,1,mhxx-romfs-native-table
14,46,2,3,1,mhxx-romfs-native-table
14,46,3,4,2,mhxx-romfs-native-table
14,46,4,5,2,mhxx-romfs-native-table
14,47,0,1,0,mhxx-romfs-native-table
14,47,1,2,0,mhxx-romfs-native-table
14,47,2,3,0,mhxx-romfs-native-table
14,47,3,4,0,mhxx-romfs-native-table
14,47,4,5,0,mhxx-romfs-native-table
14,47,5,6,1,mhxx-romfs-native-table
14,47,6,7,1,mhxx-romfs-native-table
14,48,0,1,2,mhxx-romfs-native-table
14,48,1,2,2,mhxx-romfs-native-table
14,48,2,3,2,mhxx-romfs-native-table
14,48,3,4,2,mhxx-romfs-native-table
14,48,4,5,3,mhxx-romfs-native-table
14,49,0,1,1,mhxx-romfs-native-table
14,49,1,2,1,mhxx-romfs-native-table
14,49,2,3,2,mhxx-romfs-native-table
14,49,3,4,2,mhxx-romfs-native-table
14,49,4,5,2,mhxx-romfs-native-table
14,49,5,6,2,mhxx-romfs-native-table
14,49,6,7,2,mhxx-romfs-native-table
14,49,7,8,2,mhxx-romfs-native-table
14,50,0,1,0,mhxx-romfs-native-table
14,50,1,2,0,mhxx-romfs-native-table
14,50,2,3,0,mhxx-romfs-native-table
14,50,3,4,0,mhxx-romfs-native-table
14,50,4,5,0,mhxx-romfs-native-table
14,50,5,6,0,mhxx-romfs-native-table
14,50,6,7,0,mhxx-romfs-native-table
14,51,0,1,0,mhxx-romfs-native-table
14,51,1,2,0,mhxx-romfs-native-table
14,51,2,3,0,mhxx-romfs-native-table
14,51,3,4,0,mhxx-romfs-native-table
14,51,4,5,0,mhxx-romfs-native-table
14,51,5,6,0,mhxx-romfs-native-table
14,51,6,7,0,mhxx-romfs-native-table
14,51,7,8,0,mhxx-romfs-native-table
14,51,8,9,0,mhxx-romfs-native-table
14,52,0,1,0,mhxx-romfs-native-table
14,52,1,2,0,mhxx-romfs-native-table
14,52,2,3,0,mhxx-romfs-native-table
14,52,3,4,0,mhxx-romfs-native-table
14,52,4,5,0,mhxx-romfs-native-table
14,52,5,6,0,mhxx-romfs-native-table
14,53,0,1,1,mhxx-romfs-native-table
14,53,1,2,1,mhxx-romfs-native-table
14,53,2,3,1,mhxx-romfs-native-table
14,53,3,4,1,mhxx-romfs-native-table
14,53,4,5,1,mhxx-romfs-native-table
14,54,0,1,1,mhxx-romfs-native-table
14,54,1,2,1,mhxx-romfs-native-table
14,54,2,3,2,mhxx-romfs-native-table
14,54,3,4,2,mhxx-romfs-native-table
14,54,4,5,2,mhxx-romfs-native-table
14,54,5,6,2,mhxx-romfs-native-table
14,54,6,7,2,mhxx-romfs-native-table
14,54,7,8,2,mhxx-romfs-native-table
14,55,0,1,1,mhxx-romfs-native-table
14,55,1,2,1,mhxx-romfs-native-table
14,55,2,3,1,mhxx-romfs-native-table
14,55,3,4,1,mhxx-romfs-native-table
14,55,4,5,1,mhxx-romfs-native-table
14,55,5,6,1,mhxx-romfs-native-table
14,56,0,1,1,mhxx-romfs-native-table
14,56,1,2,1,mhxx-romfs-native-table
14,56,2,3,1,mhxx-romfs-native-table
14,56,3,4,1,mhxx-romfs-native-table
14,56,4,5,1,mhxx-romfs-native-table
14,56,5,6,1,mhxx-romfs-native-table
14,56,6,7,1,mhxx-romfs-native-table
14,57,0,1,0,mhxx-romfs-native-table
14,57,1,2,0,mhxx-romfs-native-table
14,57,2,3,0,mhxx-romfs-native-table
14,57,3,4,0,mhxx-romfs-native-table
14,57,4,5,0,mhxx-romfs-native-table
14,57,5,6,0,mhxx-romfs-native-table
14,58,0,1,1,mhxx-romfs-native-table
14,58,1,2,1,mhxx-romfs-native-table
14,58,2,3,1,mhxx-romfs-native-table
14,58,3,4,1,mhxx-romfs-native-table
14,58,4,5,1,mhxx-romfs-native-table
14,58,5,6,1,mhxx-romfs-native-table
14,58,6,7,1,mhxx-romfs-native-table
14,58,7,8,1,mhxx-romfs-native-table
14,58,8,9,1,mhxx-romfs-native-table
14,59,0,1,1,mhxx-romfs-native-table
14,59,1,2,1,mhxx-romfs-native-table
14,59,2,3,1,mhxx-romfs-native-table
14,59,3,4,1,mhxx-romfs-native-table
14,59,4,5,1,mhxx-romfs-native-table
14,59,5,6,1,mhxx-romfs-native-table
14,59,6,7,1,mhxx-romfs-native-table
14,59,7,8,1,mhxx-romfs-native-table
14,59,8,9,1,mhxx-romfs-native-table
14,60,0,1,1,mhxx-romfs-native-table
14,60,1,2,1,mhxx-romfs-native-table
14,60,2,3,1,mhxx-romfs-native-table
14,60,3,4,1,mhxx-romfs-native-table
14,60,4,5,1,mhxx-romfs-native-table
14,60,5,6,1,mhxx-romfs-native-table
14,60,6,7,1,mhxx-romfs-native-table
14,60,7,8,1,mhxx-romfs-native-table
14,60,8,9,1,mhxx-romfs-native-table
14,61,0,1,1,mhxx-romfs-native-table
14,61,1,2,1,mhxx-romfs-native-table
14,61,2,3,1,mhxx-romfs-native-table
14,61,3,4,1,mhxx-romfs-native-table
14,61,4,5,1,mhxx-romfs-native-table
14,61,5,6,1,mhxx-romfs-native-table
14,61,6,7,1,mhxx-romfs-native-table
14,61,7,8,1,mhxx-romfs-native-table
14,61,8,9,1,mhxx-romfs-native-table
14,62,0,1,1,mhxx-romfs-native-table
14,62,1,2,1,mhxx-romfs-native-table
14,62,2,3,1,mhxx-romfs-native-table
14,62,3,4,1,mhxx-romfs-native-table
14,62,4,5,1,mhxx-romfs-native-table
14,62,5,6,1,mhxx-romfs-native-table
14,62,6,7,1,mhxx-romfs-native-table
14,63,0,1,1,mhxx-romfs-native-table
14,63,1,2,1,mhxx-romfs-native-table
14,63,2,3,1,mhxx-romfs-native-table
14,63,3,4,1,mhxx-romfs-native-table
14,63,4,5,1,mhxx-romfs-native-table
14,63,5,6,1,mhxx-romfs-native-table
14,63,6,7,1,mhxx-romfs-native-table
14,63,7,8,1,mhxx-romfs-native-table
14,64,0,1,0,mhxx-romfs-native-table
14,64,1,2,0,mhxx-romfs-native-table
14,64,2,3,0,mhxx-romfs-native-table
14,64,3,4,0,mhxx-romfs-native-table
14,64,4,5,0,mhxx-romfs-native-table
14,65,0,1,1,mhxx-romfs-native-table
14,65,1,2,1,mhxx-romfs-native-table
14,65,2,3,1,mhxx-romfs-native-table
14,65,3,4,1,mhxx-romfs-native-table
14,65,4,5,1,mhxx-romfs-native-table
14,66,0,1,1,mhxx-romfs-native-table
14,66,1,2,1,mhxx-romfs-native-table
14,66,2,3,1,mhxx-romfs-native-table
14,66,3,4,1,mhxx-romfs-native-table
14,66,4,5,1,mhxx-romfs-native-table
14,66,5,6,1,mhxx-romfs-native-table
14,66,6,7,1,mhxx-romfs-native-table
14,67,0,1,2,mhxx-romfs-native-table
14,67,1,2,2,mhxx-romfs-native-table
14,67,2,3,2,mhxx-romfs-native-table
14,67,3,4,2,mhxx-romfs-native-table
14,67,4,5,2,mhxx-romfs-native-table
14,68,0,1,0,mhxx-romfs-native-table
14,68,1,2,0,mhxx-romfs-native-table
14,68,2,3,0,mhxx-romfs-native-table
14,68,3,4,0,mhxx-romfs-native-table
14,68,4,5,0,mhxx-romfs-native-table
14,69,0,1,0,mhxx-romfs-native-table
14,69,1,2,0,mhxx-romfs-native-table
14,69,2,3,0,mhxx-romfs-native-table
14,69,3,4,0,mhxx-romfs-native-table
14,69,4,5,0,mhxx-romfs-native-table
14,70,0,1,1,mhxx-romfs-native-table
14,70,1,2,1,mhxx-romfs-native-table
14,70,2,3,2,mhxx-romfs-native-table
14,70,3,4,2,mhxx-romfs-native-table
14,70,4,5,2,mhxx-romfs-native-table
14,71,0,1,0,mhxx-romfs-native-table
14,71,1,2,0,mhxx-romfs-native-table
14,71,2,3,0,mhxx-romfs-native-table
14,71,3,4,0,mhxx-romfs-native-table
14,71,4,5,0,mhxx-romfs-native-table
14,72,0,1,0,mhxx-romfs-native-table
14,72,1,2,0,mhxx-romfs-native-table
14,72,2,3,0,mhxx-romfs-native-table
14,72,3,4,0,mhxx-romfs-native-table
14,72,4,5,0,mhxx-romfs-native-table
14,72,5,6,0,mhxx-romfs-native-table
14,72,6,7,0,mhxx-romfs-native-table
14,73,0,1,1,mhxx-romfs-native-table
14,73,1,2,1,mhxx-romfs-native-table
14,73,2,3,2,mhxx-romfs-native-table
14,73,3,4,2,mhxx-romfs-native-table
14,73,4,5,2,mhxx-romfs-native-table
14,74,0,1,1,mhxx-romfs-native-table
14,74,1,2,1,mhxx-romfs-native-table
14,74,2,3,1,mhxx-romfs-native-table
14,74,3,4,1,mhxx-romfs-native-table
14,74,4,5,1,mhxx-romfs-native-table
14,75,0,1,2,mhxx-romfs-native-table
14,75,1,2,2,mhxx-romfs-native-table
14,75,2,3,2,mhxx-romfs-native-table
14,75,3,4,3,mhxx-romfs-native-table
14,75,4,5,3,mhxx-romfs-native-table
14,75,5,6,3,mhxx-romfs-native-table
14,75,6,7,3,mhxx-romfs-native-table
14,76,0,1,0,mhxx-romfs-native-table
14,76,1,2,0,mhxx-romfs-native-table
14,76,2,3,0,mhxx-romfs-native-table
14,76,3,4,0,mhxx-romfs-native-table
14,76,4,5,0,mhxx-romfs-native-table
14,76,5,6,0,mhxx-romfs-native-table
14,76,6,7,0,mhxx-romfs-native-table
14,77,0,1,0,mhxx-romfs-native-table
14,77,1,2,0,mhxx-romfs-native-table
14,77,2,3,0,mhxx-romfs-native-table
14,77,3,4,0,mhxx-romfs-native-table
14,77,4,5,0,mhxx-romfs-native-table
14,77,5,6,1,mhxx-romfs-native-table
14,77,6,7,1,mhxx-romfs-native-table
14,77,7,8,2,mhxx-romfs-native-table
14,78,0,1,0,mhxx-romfs-native-table
14,78,1,2,0,mhxx-romfs-native-table
14,78,2,3,0,mhxx-romfs-native-table
14,78,3,4,0,mhxx-romfs-native-table
14,78,4,5,0,mhxx-romfs-native-table
14,78,5,6,0,mhxx-romfs-native-table
14,79,0,1,1,mhxx-romfs-native-table
14,79,1,2,1,mhxx-romfs-native-table
14,79,2,3,2,mhxx-romfs-native-table
14,79,3,4,2,mhxx-romfs-native-table
14,79,4,5,2,mhxx-romfs-native-table
14,79,5,6,2,mhxx-romfs-native-table
14,79,6,7,2,mhxx-romfs-native-table
14,80,0,1,0,mhxx-romfs-native-table
14,80,1,2,0,mhxx-romfs-native-table
14,80,2,3,0,mhxx-romfs-native-table
14,80,3,4,0,mhxx-romfs-native-table
14,80,4,5,0,mhxx-romfs-native-table
14,80,5,6,0,mhxx-romfs-native-table
14,81,0,1,1,mhxx-romfs-native-table
14,81,1,2,1,mhxx-romfs-native-table
14,81,2,3,1,mhxx-romfs-native-table
14,81,3,4,1,mhxx-romfs-native-table
14,81,4,5,1,mhxx-romfs-native-table
14,82,0,1,2,mhxx-romfs-native-table
14,82,1,2,2,mhxx-romfs-native-table
14,82,2,3,3,mhxx-romfs-native-table
14,82,3,4,3,mhxx-romfs-native-table
14,82,4,5,3,mhxx-romfs-native-table
14,82,5,6,3,mhxx-romfs-native-table
14,83,0,1,1,mhxx-romfs-native-table
14,83,1,2,1,mhxx-romfs-native-table
14,83,2,3,1,mhxx-romfs-native-table
14,83,3,4,1,mhxx-romfs-native-table
14,83,4,5,1,mhxx-romfs-native-table
14,84,0,1,0,mhxx-romfs-native-table
14,84,1,2,0,mhxx-romfs-native-table
14,84,2,3,0,mhxx-romfs-native-table
14,84,3,4,0,mhxx-romfs-native-table
14,84,4,5,0,mhxx-romfs-native-table
14,84,5,6,0,mhxx-romfs-native-table
14,85,0,1,3,mhxx-romfs-native-table
14,85,1,2,3,mhxx-romfs-native-table
14,85,2,3,3,mhxx-romfs-native-table
14,85,3,4,3,mhxx-romfs-native-table
14,85,4,5,3,mhxx-romfs-native-table
14,85,5,6,3,mhxx-romfs-native-table
14,85,6,7,3,mhxx-romfs-native-table
14,86,0,1,0,mhxx-romfs-native-table
14,86,1,2,0,mhxx-romfs-native-table
14,86,2,3,0,mhxx-romfs-native-table
14,86,3,4,0,mhxx-romfs-native-table
14,86,4,5,0,mhxx-romfs-native-table
14,86,5,6,0,mhxx-romfs-native-table
14,86,6,7,0,mhxx-romfs-native-table
14,86,7,8,0,mhxx-romfs-native-table
14,86,8,9,0,mhxx-romfs-native-table
14,86,9,10,0,mhxx-romfs-native-table
14,86,10,11,0,mhxx-romfs-native-table
14,86,11,12,0,mhxx-romfs-native-table
14,86,12,13,0,mhxx-romfs-native-table
14,86,13,14,0,mhxx-romfs-native-table
14,86,14,15,0,mhxx-romfs-native-table
14,87,0,1,0,mhxx-romfs-native-table
14,87,1,2,0,mhxx-romfs-native-table
14,87,2,3,0,mhxx-romfs-native-table
14,87,3,4,0,mhxx-romfs-native-table
14,87,4,5,0,mhxx-romfs-native-table
14,87,5,6,0,mhxx-romfs-native-table
14,87,6,7,0,mhxx-romfs-native-table
14,87,7,8,0,mhxx-romfs-native-table
14,87,8,9,0,mhxx-romfs-native-table
14,87,9,10,0,mhxx-romfs-native-table
14,87,10,11,0,mhxx-romfs-native-table
14,87,11,12,0,mhxx-romfs-native-table
14,87,12,13,0,mhxx-romfs-native-table
14,87,13,14,0,mhxx-romfs-native-table
14,87,14,15,0,mhxx-romfs-native-table
14,88,0,1,0,mhxx-romfs-native-table
14,88,1,2,0,mhxx-romfs-native-table
14,88,2,3,0,mhxx-romfs-native-table
14,88,3,4,0,mhxx-romfs-native-table
14,88,4,5,0,mhxx-romfs-native-table
14,88,5,6,0,mhxx-romfs-native-table
14,88,6,7,0,mhxx-romfs-native-table
14,88,7,8,0,mhxx-romfs-native-table
14,88,8,9,0,mhxx-romfs-native-table
14,88,9,10,0,mhxx-romfs-native-table
14,88,10,11,0,mhxx-romfs-native-table
14,88,11,12,0,mhxx-romfs-native-table
14,88,12,13,0,mhxx-romfs-native-table
14,88,13,14,0,mhxx-romfs-native-table
14,88,14,15,0,mhxx-romfs-native-table
14,89,0,1,0,mhxx-romfs-native-table
14,89,1,2,0,mhxx-romfs-native-table
14,89,2,3,0,mhxx-romfs-native-table
14,89,3,4,0,mhxx-romfs-native-table
14,89,4,5,0,mhxx-romfs-native-table
14,89,5,6,0,mhxx-romfs-native-table
14,89,6,7,0,mhxx-romfs-native-table
14,89,7,8,0,mhxx-romfs-native-table
14,89,8,9,0,mhxx-romfs-native-table
14,89,9,10,0,mhxx-romfs-native-table
14,89,10,11,0,mhxx-romfs-native-table
14,89,11,12,0,mhxx-romfs-native-table
14,89,12,13,0,mhxx-romfs-native-table
14,89,13,14,0,mhxx-romfs-native-table
14,89,14,15,0,mhxx-romfs-native-table
14,90,0,1,0,mhxx-romfs-native-table
14,90,1,2,0,mhxx-romfs-native-table
14,90,2,3,0,mhxx-romfs-native-table
14,90,3,4,0,mhxx-romfs-native-table
14,90,4,5,0,mhxx-romfs-native-table
14,90,5,6,0,mhxx-romfs-native-table
14,90,6,7,0,mhxx-romfs-native-table
14,90,7,8,0,mhxx-romfs-native-table
14,90,8,9,0,mhxx-romfs-native-table
14,90,9,10,0,mhxx-romfs-native-table
14,90,10,11,0,mhxx-romfs-native-table
14,90,11,12,0,mhxx-romfs-native-table
14,90,12,13,0,mhxx-romfs-native-table
14,90,13,14,0,mhxx-romfs-native-table
14,90,14,15,0,mhxx-romfs-native-table
14,91,0,1,0,mhxx-romfs-native-table
14,91,1,2,0,mhxx-romfs-native-table
14,91,2,3,0,mhxx-romfs-native-table
14,91,3,4,0,mhxx-romfs-native-table
14,91,4,5,0,mhxx-romfs-native-table
14,91,5,6,0,mhxx-romfs-native-table
14,91,6,7,0,mhxx-romfs-native-table
14,91,7,8,0,mhxx-romfs-native-table
14,91,8,9,0,mhxx-romfs-native-table
14,91,9,10,0,mhxx-romfs-native-table
14,91,10,11,0,mhxx-romfs-native-table
14,91,11,12,0,mhxx-romfs-native-table
14,91,12,13,0,mhxx-romfs-native-table
14,91,13,14,0,mhxx-romfs-native-table
14,91,14,15,0,mhxx-romfs-native-table
14,92,0,1,0,mhxx-romfs-native-table
14,92,1,2,0,mhxx-romfs-native-table
14,92,2,3,0,mhxx-romfs-native-table
14,92,3,4,0,mhxx-romfs-native-table
14,92,4,5,0,mhxx-romfs-native-table
14,92,5,6,0,mhxx-romfs-native-table
14,92,6,7,0,mhxx-romfs-native-table
14,92,7,8,0,mhxx-romfs-native-table
14,92,8,9,0,mhxx-romfs-native-table
14,92,9,10,0,mhxx-romfs-native-table
14,92,10,11,0,mhxx-romfs-native-table
14,92,11,12,0,mhxx-romfs-native-table
14,92,12,13,0,mhxx-romfs-native-table
14,92,13,14,0,mhxx-romfs-native-table
14,92,14,15,0,mhxx-romfs-native-table
14,93,0,1,0,mhxx-romfs-native-table
14,93,1,2,0,mhxx-romfs-native-table
14,93,2,3,0,mhxx-romfs-native-table
14,93,3,4,0,mhxx-romfs-native-table
14,93,4,5,0,mhxx-romfs-native-table
14,93,5,6,0,mhxx-romfs-native-table
14,93,6,7,0,mhxx-romfs-native-table
14,93,7,8,0,mhxx-romfs-native-table
14,93,8,9,0,mhxx-romfs-native-table
14,93,9,10,0,mhxx-romfs-native-table
14,93,10,11,0,mhxx-romfs-native-table
14,93,11,12,0,mhxx-romfs-native-table
14,93,12,13,0,mhxx-romfs-native-table
14,93,13,14,0,mhxx-romfs-native-table
14,93,14,15,0,mhxx-romfs-native-table
14,94,0,1,0,mhxx-romfs-native-table
14,94,1,2,0,mhxx-romfs-native-table
14,94,2,3,0,mhxx-romfs-native-table
14,94,3,4,0,mhxx-romfs-native-table
14,94,4,5,0,mhxx-romfs-native-table
14,94,5,6,0,mhxx-romfs-native-table
14,94,6,7,0,mhxx-romfs-native-table
14,94,7,8,0,mhxx-romfs-native-table
14,94,8,9,0,mhxx-romfs-native-table
